名称	显示名称	区域	类型	地图	导航地图	导航位置	导航尺寸	导航编号	音乐	阴影	脚本
礼拜堂房间01	礼拜堂	礼拜堂	普通地图	\data\地图\礼拜堂\礼拜堂房间01.map	\image\地图\导航\月下夜想曲.bmp	18,196	6,6	0	1	1	\data\脚本\进入地图\礼拜堂\礼拜堂房间01.lua
礼拜堂房间02	礼拜堂	礼拜堂	普通地图	\data\地图\礼拜堂\礼拜堂房间02.map	\image\地图\导航\月下夜想曲.bmp	74,132	6,22	1	1	1	
礼拜堂房间03	礼拜堂	礼拜堂	普通地图	\data\地图\礼拜堂\礼拜堂房间03.map	\image\地图\导航\月下夜想曲.bmp	98,140	6,6	2	1	1	
礼拜堂房间04	礼拜堂	礼拜堂	普通地图	\data\地图\礼拜堂\礼拜堂房间04.map	\image\地图\导航\月下夜想曲.bmp	122,140	6,6	3	1	1	
礼拜堂房间05	礼拜堂	礼拜堂	普通地图	\data\地图\礼拜堂\礼拜堂房间05.map	\image\地图\导航\月下夜想曲.bmp	122,124	6,6	4	1	1	\data\脚本\进入地图\礼拜堂\礼拜堂房间05.lua
礼拜堂房间06	礼拜堂	礼拜堂	普通地图	\data\地图\礼拜堂\礼拜堂房间06.map	\image\地图\导航\月下夜想曲.bmp	58,92	6,6	5	1	1	
礼拜堂房间07	礼拜堂	礼拜堂	普通地图	\data\地图\礼拜堂\礼拜堂房间07.map	\image\地图\导航\月下夜想曲.bmp	178,76	14,6	6	1	1	
礼拜堂房间08	礼拜堂	礼拜堂	普通地图	\data\地图\礼拜堂\礼拜堂房间08.map	\image\地图\导航\月下夜想曲.bmp	226,68	6,6	7	1	1	
礼拜堂高塔01	礼拜堂	礼拜堂	普通地图	\data\地图\礼拜堂\礼拜堂高塔01.map	\image\地图\导航\月下夜想曲.bmp	106,68	14,78	8	1	1	\data\脚本\进入地图\礼拜堂\礼拜堂高塔01.lua
礼拜堂高塔02	礼拜堂	礼拜堂	普通地图	\data\地图\礼拜堂\礼拜堂高塔02.map	\image\地图\导航\月下夜想曲.bmp	146,60	14,30	9	1	1	\data\脚本\进入地图\礼拜堂\礼拜堂高塔02.lua
礼拜堂高塔03	礼拜堂	礼拜堂	普通地图	\data\地图\礼拜堂\礼拜堂高塔03.map	\image\地图\导航\月下夜想曲.bmp	210,52	14,30	10	1	1	\data\脚本\进入地图\礼拜堂\礼拜堂高塔03.lua
礼拜堂横廊01	礼拜堂	礼拜堂	普通地图	\data\地图\礼拜堂\礼拜堂横廊01.map	\image\地图\导航\月下夜想曲.bmp	66,92	38,6	11	1	1	
礼拜堂横廊02	礼拜堂	礼拜堂	普通地图	\data\地图\礼拜堂\礼拜堂横廊02.map	\image\地图\导航\月下夜想曲.bmp	122,84	22,6	12	1	1	
礼拜堂横廊03	礼拜堂	礼拜堂	普通地图	\data\地图\礼拜堂\礼拜堂横廊03.map	\image\地图\导航\月下夜想曲.bmp	162,76	14,6	13	1	1	
礼拜堂横廊04	礼拜堂	礼拜堂	普通地图	\data\地图\礼拜堂\礼拜堂横廊04.map	\image\地图\导航\月下夜想曲.bmp	194,76	14,6	14	1	1	
礼拜堂大厅01	礼拜堂	礼拜堂	普通地图	\data\地图\礼拜堂\礼拜堂大厅01.map	\image\地图\导航\月下夜想曲.bmp	10,140	62,54	15	1	1	\data\脚本\进入地图\礼拜堂\礼拜堂大厅01.lua
礼拜堂大厅02	礼拜堂	礼拜堂	普通地图	\data\地图\礼拜堂\礼拜堂大厅02.map	\image\地图\导航\月下夜想曲.bmp	82,140	14,14	16	1	1	
礼拜堂复活01	礼拜堂	礼拜堂	普通地图	\data\地图\礼拜堂\礼拜堂复活01.map	\image\地图\导航\月下夜想曲.bmp	10,196	6,6	17	1	1	
礼拜堂复活02	礼拜堂	礼拜堂	普通地图	\data\地图\礼拜堂\礼拜堂复活02.map	\image\地图\导航\月下夜想曲.bmp	226,76	6,6	18	1	1	
礼拜堂通斗技场	礼拜堂	礼拜堂	普通地图	\data\地图\礼拜堂\礼拜堂通斗技场.map	\image\地图\导航\月下夜想曲.bmp	98,148	6,6	19	0	1	
礼拜堂通最上部	礼拜堂	礼拜堂	普通地图	\data\地图\礼拜堂\礼拜堂通最上部.map	\image\地图\导航\月下夜想曲.bmp	226,68	6,6	20	0	1	
礼拜堂通奥洛克	礼拜堂	礼拜堂	普通地图	\data\地图\礼拜堂\礼拜堂通奥洛克.map	\image\地图\导航\月下夜想曲.bmp	130,124	6,6	21	0	1	
最上部广场	恶魔城最上部	最上部	普通地图	\data\地图\最上部\最上部广场.map	\image\地图\导航\月下夜想曲.bmp	234,44	62,30	0	1	1	\data\脚本\进入地图\最上部\最上部广场.lua
最上部断桥	恶魔城最上部	最上部	普通地图	\data\地图\最上部\最上部断桥.map	\image\地图\导航\月下夜想曲.bmp	282,20	14,22	1	1	1	
最上部传送	恶魔城最上部	最上部	普通地图	\data\地图\最上部\最上部传送.map	\image\地图\导航\月下夜想曲.bmp	306,68	6,6	2	0	1	\data\脚本\进入地图\最上部\最上部传送.lua
最上部复活	恶魔城最上部	最上部	普通地图	\data\地图\最上部\最上部复活.map	\image\地图\导航\月下夜想曲.bmp	306,44	6,6	3	1	1	
最上部房间01	恶魔城最上部	最上部	普通地图	\data\地图\最上部\最上部房间01.map	\image\地图\导航\月下夜想曲.bmp	298,60	6,14	4	1	1	
最上部房间02	恶魔城最上部	最上部	普通地图	\data\地图\最上部\最上部房间02.map	\image\地图\导航\月下夜想曲.bmp	306,60	6,6	5	1	1	\data\脚本\进入地图\最上部\最上部房间02.lua
最上部房间03	恶魔城最上部	最上部	普通地图	\data\地图\最上部\最上部房间03.map	\image\地图\导航\月下夜想曲.bmp	298,44	6,14	6	1	1	
最上部房间04	恶魔城最上部	最上部	普通地图	\data\地图\最上部\最上部房间04.map	\image\地图\导航\月下夜想曲.bmp	298,36	6,6	7	1	1	
最上部房间05	恶魔城最上部	最上部	普通地图	\data\地图\最上部\最上部房间05.map	\image\地图\导航\月下夜想曲.bmp	306,36	6,6	8	1	1	\data\脚本\进入地图\最上部\最上部房间05.lua
最上部房间06	恶魔城最上部	最上部	普通地图	\data\地图\最上部\最上部房间06.map	\image\地图\导航\月下夜想曲.bmp	298,12	14,22	9	1	1	\data\脚本\进入地图\最上部\最上部房间06.lua
最上部房间07	恶魔城最上部	最上部	普通地图	\data\地图\最上部\最上部房间07.map	\image\地图\导航\月下夜想曲.bmp	250,36	30,6	10	1	1	
最上部房间08	恶魔城最上部	最上部	普通地图	\data\地图\最上部\最上部房间08.map	\image\地图\导航\月下夜想曲.bmp	266,28	14,6	11	1	1	
最上部房间09	恶魔城最上部	最上部	普通地图	\data\地图\最上部\最上部房间09.map	\image\地图\导航\月下夜想曲.bmp	258,20	22,6	12	1	1	
最上部房间10	恶魔城最上部	最上部	普通地图	\data\地图\最上部\最上部房间10.map	\image\地图\导航\月下夜想曲.bmp	242,28	6,14	13	1	1	
最上部通计时塔	恶魔城最上部	最上部	普通地图	\data\地图\最上部\最上部通计时塔.map	\image\地图\导航\月下夜想曲.bmp	306,52	6,6	14	0	1	
斗技场大厅01	斗技场	斗技场	普通地图	\data\地图\斗技场\斗技场大厅01.map	\image\地图\导航\月下夜想曲.bmp	138,140	30,6	0	1	1	\data\脚本\进入地图\斗技场\斗技场大厅01.lua
斗技场大厅02	斗技场	斗技场	普通地图	\data\地图\斗技场\斗技场大厅02.map	\image\地图\导航\月下夜想曲.bmp	146,148	14,6	1	1	1	
斗技场房间01	斗技场	斗技场	普通地图	\data\地图\斗技场\斗技场房间01.map	\image\地图\导航\月下夜想曲.bmp	170,140	6,6	2	1	1	
斗技场房间02	斗技场	斗技场	普通地图	\data\地图\斗技场\斗技场房间02.map	\image\地图\导航\月下夜想曲.bmp	130,140	6,6	3	1	1	
斗技场房间03	斗技场	斗技场	普通地图	\data\地图\斗技场\斗技场房间03.map	\image\地图\导航\月下夜想曲.bmp	154,164	6,6	4	1	1	
斗技场房间04	斗技场	斗技场	普通地图	\data\地图\斗技场\斗技场房间04.map	\image\地图\导航\月下夜想曲.bmp	146,164	6,6	5	1	1	
斗技场房间05	斗技场	斗技场	普通地图	\data\地图\斗技场\斗技场房间05.map	\image\地图\导航\月下夜想曲.bmp	194,164	14,6	6	1	1	\data\脚本\进入地图\斗技场\斗技场房间05.lua
斗技场房间06	斗技场	斗技场	普通地图	\data\地图\斗技场\斗技场房间06.map	\image\地图\导航\月下夜想曲.bmp	98,164	14,6	7	1	1	\data\脚本\进入地图\斗技场\斗技场房间06.lua
斗技场房间07	斗技场	斗技场	普通地图	\data\地图\斗技场\斗技场房间07.map	\image\地图\导航\月下夜想曲.bmp	146,132	14,6	8	1	1	\data\脚本\进入地图\斗技场\斗技场房间07.lua
斗技场走廊01	斗技场	斗技场	普通地图	\data\地图\斗技场\斗技场走廊01.map	\image\地图\导航\月下夜想曲.bmp	162,148	38,6	9	1	1	\data\脚本\进入地图\斗技场\斗技场走廊01.lua
斗技场走廊02	斗技场	斗技场	普通地图	\data\地图\斗技场\斗技场走廊02.map	\image\地图\导航\月下夜想曲.bmp	162,156	30,14	10	1	1	\data\脚本\进入地图\斗技场\斗技场走廊02.lua
斗技场走廊03	斗技场	斗技场	普通地图	\data\地图\斗技场\斗技场走廊03.map	\image\地图\导航\月下夜想曲.bmp	106,148	38,6	11	1	1	\data\脚本\进入地图\斗技场\斗技场走廊03.lua
斗技场走廊04	斗技场	斗技场	普通地图	\data\地图\斗技场\斗技场走廊04.map	\image\地图\导航\月下夜想曲.bmp	114,156	30,14	12	1	1	
斗技场走廊05	斗技场	斗技场	普通地图	\data\地图\斗技场\斗技场走廊05.map	\image\地图\导航\月下夜想曲.bmp	146,156	14,6	13	1	1	
斗技场复活01	斗技场	斗技场	普通地图	\data\地图\斗技场\斗技场复活01.map	\image\地图\导航\月下夜想曲.bmp	194,156	6,6	14	1	1	
斗技场复活02	斗技场	斗技场	普通地图	\data\地图\斗技场\斗技场复活02.map	\image\地图\导航\月下夜想曲.bmp	106,156	6,6	15	1	1	
奥洛克楼梯01	奥洛克之间	奥洛克之间	普通地图	\data\地图\奥洛克之间\奥洛克楼梯01.map	\image\地图\导航\月下夜想曲.bmp	226,156	6,22	0	1	1	\data\脚本\进入地图\奥洛克之间\奥洛克楼梯01.lua
奥洛克楼梯02	奥洛克之间	奥洛克之间	普通地图	\data\地图\奥洛克之间\奥洛克楼梯02.map	\image\地图\导航\月下夜想曲.bmp	218,156	6,6	1	1	1	
奥洛克楼梯03	奥洛克之间	奥洛克之间	普通地图	\data\地图\奥洛克之间\奥洛克楼梯03.map	\image\地图\导航\月下夜想曲.bmp	210,140	22,14	2	1	1	\data\脚本\进入地图\奥洛克之间\奥洛克楼梯03.lua
奥洛克走廊01	奥洛克之间	奥洛克之间	普通地图	\data\地图\奥洛克之间\奥洛克走廊01.map	\image\地图\导航\月下夜想曲.bmp	234,148	22,6	3	1	1	\data\脚本\进入地图\奥洛克之间\奥洛克走廊01.lua
奥洛克走廊02	奥洛克之间	奥洛克之间	普通地图	\data\地图\奥洛克之间\奥洛克走廊02.map	\image\地图\导航\月下夜想曲.bmp	234,140	30,6	4	1	1	
奥洛克走廊03	奥洛克之间	奥洛克之间	普通地图	\data\地图\奥洛克之间\奥洛克走廊03.map	\image\地图\导航\月下夜想曲.bmp	266,140	6,6	5	1	1	
奥洛克走廊04	奥洛克之间	奥洛克之间	普通地图	\data\地图\奥洛克之间\奥洛克走廊04.map	\image\地图\导航\月下夜想曲.bmp	274,100	6,46	6	1	1	
奥洛克走廊05	奥洛克之间	奥洛克之间	普通地图	\data\地图\奥洛克之间\奥洛克走廊05.map	\image\地图\导航\月下夜想曲.bmp	234,92	46,6	7	1	1	
奥洛克走廊06	奥洛克之间	奥洛克之间	普通地图	\data\地图\奥洛克之间\奥洛克走廊06.map	\image\地图\导航\月下夜想曲.bmp	242,116	14,6	8	1	1	
奥洛克走廊07	奥洛克之间	奥洛克之间	普通地图	\data\地图\奥洛克之间\奥洛克走廊07.map	\image\地图\导航\月下夜想曲.bmp	162,100	30,6	9	1	1	\data\脚本\进入地图\奥洛克之间\奥洛克走廊07.lua
奥洛克走廊08	奥洛克之间	奥洛克之间	普通地图	\data\地图\奥洛克之间\奥洛克走廊08.map	\image\地图\导航\月下夜想曲.bmp	138,124	54,6	10	1	1	\data\脚本\进入地图\奥洛克之间\奥洛克走廊08.lua
奥洛克房间01	奥洛克之间	奥洛克之间	普通地图	\data\地图\奥洛克之间\奥洛克房间01.map	\image\地图\导航\月下夜想曲.bmp	258,116	6,6	11	1	1	\data\脚本\进入地图\奥洛克之间\奥洛克房间01.lua
奥洛克房间02	奥洛克之间	奥洛克之间	普通地图	\data\地图\奥洛克之间\奥洛克房间02.map	\image\地图\导航\月下夜想曲.bmp	146,100	14,14	12	1	1	
奥洛克房间03	奥洛克之间	奥洛克之间	普通地图	\data\地图\奥洛克之间\奥洛克房间03.map	\image\地图\导航\月下夜想曲.bmp	122,100	22,6	13	1	1	\data\脚本\进入地图\奥洛克之间\奥洛克房间03.lua
奥洛克房间04	奥洛克之间	奥洛克之间	普通地图	\data\地图\奥洛克之间\奥洛克房间04.map	\image\地图\导航\月下夜想曲.bmp	146,116	14,6	14	1	1	\data\脚本\进入地图\奥洛克之间\奥洛克房间04.lua
奥洛克复活01	奥洛克之间	奥洛克之间	普通地图	\data\地图\奥洛克之间\奥洛克复活01.map	\image\地图\导航\月下夜想曲.bmp	242,108	6,6	15	1	1	
奥洛克复活02	奥洛克之间	奥洛克之间	普通地图	\data\地图\奥洛克之间\奥洛克复活02.map	\image\地图\导航\月下夜想曲.bmp	106,156	6,6	16	1	1	
奥洛克广场	奥洛克之间	奥洛克之间	普通地图	\data\地图\奥洛克之间\奥洛克广场.map	\image\地图\导航\月下夜想曲.bmp	194,100	46,30	17	1	1	
奥洛克传送	奥洛克之间	奥洛克之间	普通地图	\data\地图\奥洛克之间\奥洛克传送.map	\image\地图\导航\月下夜想曲.bmp	282,140	6,6	18	0	1	\data\脚本\进入地图\奥洛克之间\奥洛克传送.lua
通往斗技场	奥洛克之间	奥洛克之间	普通地图	\data\地图\奥洛克之间\通往斗技场.map	\image\地图\导航\月下夜想曲.bmp	202,148	6,6	19	0	1	
奥洛克房间05	奥洛克之间	奥洛克之间	普通地图	\data\地图\奥洛克之间\奥洛克房间05.map	\image\地图\导航\月下夜想曲.bmp	186,140	22,6	20	1	1	
天空塔01	计时塔	计时塔	普通地图	\data\地图\计时塔\天空塔01.map	\image\地图\导航\月下夜想曲.bmp	466,84	6,14	0	1	1	\data\脚本\进入地图\计时塔\天空塔01.lua
天空塔02	计时塔	计时塔	普通地图	\data\地图\计时塔\天空塔02.map	\image\地图\导航\月下夜想曲.bmp	418,60	46,38	1	1	1	\data\脚本\进入地图\计时塔\天空塔02.lua
天空塔03	计时塔	计时塔	普通地图	\data\地图\计时塔\天空塔03.map	\image\地图\导航\月下夜想曲.bmp	466,60	6,6	2	1	1	\data\脚本\进入地图\计时塔\天空塔03.lua
机械塔01	计时塔	计时塔	普通地图	\data\地图\计时塔\机械塔01.map	\image\地图\导航\月下夜想曲.bmp	410,68	6,22	3	1	1	
机械塔02	计时塔	计时塔	普通地图	\data\地图\计时塔\机械塔02.map	\image\地图\导航\月下夜想曲.bmp	402,68	6,22	4	1	1	
机械塔03	计时塔	计时塔	普通地图	\data\地图\计时塔\机械塔03.map	\image\地图\导航\月下夜想曲.bmp	394,60	6,30	5	1	1	\data\脚本\进入地图\计时塔\机械塔03.lua
机械塔04	计时塔	计时塔	普通地图	\data\地图\计时塔\机械塔04.map	\image\地图\导航\月下夜想曲.bmp	386,84	6,6	6	1	1	\data\脚本\进入地图\计时塔\机械塔04.lua
机械塔05	计时塔	计时塔	普通地图	\data\地图\计时塔\机械塔05.map	\image\地图\导航\月下夜想曲.bmp	402,52	14,14	7	1	1	\data\脚本\进入地图\计时塔\机械塔05.lua
机械塔06	计时塔	计时塔	普通地图	\data\地图\计时塔\机械塔06.map	\image\地图\导航\月下夜想曲.bmp	394,36	22,14	8	1	1	\data\脚本\进入地图\计时塔\机械塔06.lua
机械塔07	计时塔	计时塔	普通地图	\data\地图\计时塔\机械塔07.map	\image\地图\导航\月下夜想曲.bmp	394,52	6,6	9	1	1	\data\脚本\进入地图\计时塔\机械塔07.lua
红砖塔01	计时塔	计时塔	普通地图	\data\地图\计时塔\红砖塔01.map	\image\地图\导航\月下夜想曲.bmp	346,52	46,14	10	1	1	\data\脚本\进入地图\计时塔\红砖塔01.lua
红砖塔02	计时塔	计时塔	普通地图	\data\地图\计时塔\红砖塔02.map	\image\地图\导航\月下夜想曲.bmp	330,52	14,6	11	1	1	
红砖塔03	计时塔	计时塔	普通地图	\data\地图\计时塔\红砖塔03.map	\image\地图\导航\月下夜想曲.bmp	314,52	14,6	12	1	1	\data\脚本\进入地图\计时塔\红砖塔03.lua
红砖塔04	计时塔	计时塔	普通地图	\data\地图\计时塔\红砖塔04.map	\image\地图\导航\月下夜想曲.bmp	338,60	6,6	13	1	1	\data\脚本\进入地图\计时塔\红砖塔04.lua
天空塔04	计时塔	计时塔	普通地图	\data\地图\计时塔\天空塔04.map	\image\地图\导航\月下夜想曲.bmp	410,92	6,6	14	1	1	
地下庭院密道01	地下庭院	地下庭院	普通地图	\data\地图\地下庭院\地下庭院密道01.map	\image\地图\导航\月下夜想曲.bmp	10,300	6,30	0	1	1	
地下庭院通道01	地下庭院	地下庭院	普通地图	\data\地图\地下庭院\地下庭院通道01.map	\image\地图\导航\月下夜想曲.bmp	18,324	6,6	1	1	1	
地下庭院通道02	地下庭院	地下庭院	普通地图	\data\地图\地下庭院\地下庭院通道02.map	\image\地图\导航\月下夜想曲.bmp	18,332	6,6	2	1	1	
地下庭院传送	地下庭院	地下庭院	普通地图	\data\地图\地下庭院\地下庭院传送.map	\image\地图\导航\月下夜想曲.bmp	10,332	6,6	3	1	1	\data\脚本\进入地图\地下庭院\地下庭院传送.lua
地下庭院复活	地下庭院	地下庭院	普通地图	\data\地图\地下庭院\地下庭院复活.map	\image\地图\导航\月下夜想曲.bmp	98,332	6,6	4	1	1	
地下庭院大厅	地下庭院	地下庭院	普通地图	\data\地图\地下庭院\地下庭院大厅.map	\image\地图\导航\月下夜想曲.bmp	26,324	70,14	5	1	1	
地下庭院走廊01	地下庭院	地下庭院	普通地图	\data\地图\地下庭院\地下庭院走廊01.map	\image\地图\导航\月下夜想曲.bmp	98,324	38,6	6	1	1	
地下庭院走廊02	地下庭院	地下庭院	普通地图	\data\地图\地下庭院\地下庭院走廊02.map	\image\地图\导航\月下夜想曲.bmp	138,324	38,6	7	1	1	
地下庭院房间01	地下庭院	地下庭院	普通地图	\data\地图\地下庭院\地下庭院房间01.map	\image\地图\导航\月下夜想曲.bmp	178,324	14,6	8	1	1	
地下通道竖井01	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\地下通道竖井01.map	\image\地图\导航\月下夜想曲.bmp	306,180	6,86	0	1	1	
地下通道竖井02	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\地下通道竖井02.map	\image\地图\导航\月下夜想曲.bmp	298,196	6,70	1	1	1	
地下通道竖井03	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\地下通道竖井03.map	\image\地图\导航\月下夜想曲.bmp	290,236	6,14	2	1	1	
地下通道竖井04	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\地下通道竖井04.map	\image\地图\导航\月下夜想曲.bmp	338,204	6,30	3	1	1	
地下通道竖井05	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\地下通道竖井05.map	\image\地图\导航\月下夜想曲.bmp	346,228	6,14	4	1	1	
地下通道房间01	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\地下通道房间01.map	\image\地图\导航\月下夜想曲.bmp	290,188	14,6	5	1	1	
地下通道房间02	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\地下通道房间02.map	\image\地图\导航\月下夜想曲.bmp	282,188	6,6	6	1	1	\data\脚本\进入地图\地下通道\地下通道房间02.lua
地下通道房间03	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\地下通道房间03.map	\image\地图\导航\月下夜想曲.bmp	274,188	6,6	7	1	1	\data\脚本\进入地图\地下通道\地下通道房间03.lua
地下通道房间04	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\地下通道房间04.map	\image\地图\导航\月下夜想曲.bmp	290,196	6,6	8	1	1	
地下通道房间05	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\地下通道房间05.map	\image\地图\导航\月下夜想曲.bmp	314,204	22,6	9	1	1	
地下通道房间06	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\地下通道房间06.map	\image\地图\导航\月下夜想曲.bmp	354,236	6,6	10	1	1	
地下通道房间07	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\地下通道房间07.map	\image\地图\导航\月下夜想曲.bmp	314,260	14,6	11	1	1	\data\脚本\进入地图\地下通道\地下通道房间07.lua
地下通道房间08	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\地下通道房间08.map	\image\地图\导航\月下夜想曲.bmp	322,268	6,6	12	1	1	
地下通道房间09	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\地下通道房间09.map	\image\地图\导航\月下夜想曲.bmp	282,244	6,6	13	1	1	\data\脚本\进入地图\地下通道\地下通道房间09.lua
地下通道房间10	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\地下通道房间10.map	\image\地图\导航\月下夜想曲.bmp	258,244	22,22	14	1	1	
地下通道房间11	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\地下通道房间11.map	\image\地图\导航\月下夜想曲.bmp	330,260	6,6	15	1	1	\data\脚本\进入地图\地下通道\地下通道房间11.lua
地下通道房间12	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\地下通道房间12.map	\image\地图\导航\月下夜想曲.bmp	290,228	6,6	16	1	1	\data\脚本\进入地图\地下通道\地下通道房间12.lua
地下通道房间13	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\地下通道房间13.map	\image\地图\导航\月下夜想曲.bmp	474,236	14,6	17	1	1	
地下通道房间14	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\地下通道房间14.map	\image\地图\导航\月下夜想曲.bmp	290,260	6,6	18	1	1	
地下通道走廊01	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\地下通道走廊01.map	\image\地图\导航\月下夜想曲.bmp	218,260	38,6	19	1	1	\data\脚本\进入地图\地下通道\地下通道走廊01.lua
地下通道复活01	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\地下通道复活01.map	\image\地图\导航\月下夜想曲.bmp	314,188	6,6	20	1	1	
地下通道复活02	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\地下通道复活02.map	\image\地图\导航\月下夜想曲.bmp	338,236	6,6	21	1	1	
地下通道复活03	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\地下通道复活03.map	\image\地图\导航\月下夜想曲.bmp	250,244	6,6	22	1	1	
通往地下水脉	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\通往地下水脉.map	\image\地图\导航\月下夜想曲.bmp	314,268	6,6	23	0	1	
地下通道传送	诅咒监狱	诅咒监狱	普通地图	\data\地图\地下通道\地下通道传送.map	\image\地图\导航\月下夜想曲.bmp	282,260	6,6	24	0	1	\data\脚本\进入地图\地下通道\地下通道传送.lua
水脉房间01	地下水脉	地下水脉	普通地图	\data\地图\地下水脉\水脉房间01.map	\image\地图\导航\月下夜想曲.bmp	314,284	6,6	0	1	1	
水脉房间02	地下水脉	地下水脉	普通地图	\data\地图\地下水脉\水脉房间02.map	\image\地图\导航\月下夜想曲.bmp	314,276	6,6	1	1	1	\data\脚本\进入地图\地下水脉\水脉房间02.lua
水脉房间03	地下水脉	地下水脉	普通地图	\data\地图\地下水脉\水脉房间03.map	\image\地图\导航\月下夜想曲.bmp	434,302	6,6	2	1	1	\data\脚本\进入地图\地下水脉\水脉房间03.lua
水脉房间04	地下水脉	地下水脉	普通地图	\data\地图\地下水脉\水脉房间04.map	\image\地图\导航\月下夜想曲.bmp	226,276	6,6	3	1	1	
水脉房间05	地下水脉	地下水脉	普通地图	\data\地图\地下水脉\水脉房间05.map	\image\地图\导航\月下夜想曲.bmp	194,268	6,6	4	1	1	
水脉房间06	地下水脉	地下水脉	普通地图	\data\地图\地下水脉\水脉房间06.map	\image\地图\导航\月下夜想曲.bmp	170,268	6,6	5	1	1	\data\脚本\进入地图\地下水脉\水脉房间06.lua
水脉房间07	地下水脉	地下水脉	普通地图	\data\地图\地下水脉\水脉房间07.map	\image\地图\导航\月下夜想曲.bmp	194,308	6,6	6	1	1	\data\脚本\进入地图\地下水脉\水脉房间07.lua
水脉房间08	地下水脉	地下水脉	普通地图	\data\地图\地下水脉\水脉房间08.map	\image\地图\导航\月下夜想曲.bmp	170,308	6,6	7	1	1	
水脉房间09	地下水脉	地下水脉	普通地图	\data\地图\地下水脉\水脉房间09.map	\image\地图\导航\月下夜想曲.bmp	58,308	6,6	8	1	1	\data\脚本\进入地图\地下水脉\水脉房间09.lua
水脉通道01	地下水脉	地下水脉	普通地图	\data\地图\地下水脉\水脉通道01.map	\image\地图\导航\月下夜想曲.bmp	306,268	6,22	9	1	1	\data\脚本\进入地图\地下水脉\水脉通道01.lua
水脉通道02	地下水脉	地下水脉	普通地图	\data\地图\地下水脉\水脉通道02.map	\image\地图\导航\月下夜想曲.bmp	322,284	38,6	10	1	1	
水脉通道03	地下水脉	地下水脉	普通地图	\data\地图\地下水脉\水脉通道03.map	\image\地图\导航\月下夜想曲.bmp	322,276	38,6	11	1	1	
水脉通道04	地下水脉	地下水脉	普通地图	\data\地图\地下水脉\水脉通道04.map	\image\地图\导航\月下夜想曲.bmp	306,292	6,14	12	1	1	
水脉通道05	地下水脉	地下水脉	普通地图	\data\地图\地下水脉\水脉通道05.map	\image\地图\导航\月下夜想曲.bmp	314,302	102,14	13	1	1	\data\脚本\进入地图\地下水脉\水脉通道05.lua
水脉通道06	地下水脉	地下水脉	普通地图	\data\地图\地下水脉\水脉通道06.map	\image\地图\导航\月下夜想曲.bmp	418,302	14,6	14	1	1	
水脉通道07	地下水脉	地下水脉	普通地图	\data\地图\地下水脉\水脉通道07.map	\image\地图\导航\月下夜想曲.bmp	234,268	70,14	15	1	1	\data\脚本\进入地图\地下水脉\水脉通道07.lua
水脉通道08	地下水脉	地下水脉	普通地图	\data\地图\地下水脉\水脉通道08.map	\image\地图\导航\月下夜想曲.bmp	202,268	30,6	16	1	1	\data\脚本\进入地图\地下水脉\水脉通道08.lua
水脉通道09	地下水脉	地下水脉	普通地图	\data\地图\地下水脉\水脉通道09.map	\image\地图\导航\月下夜想曲.bmp	178,268	14,46	17	1	1	
水脉通道10	地下水脉	地下水脉	普通地图	\data\地图\地下水脉\水脉通道10.map	\image\地图\导航\月下夜想曲.bmp	66,308	102,14	18	1	1	\data\脚本\进入地图\地下水脉\水脉通道10.lua
水脉通道11	地下水脉	地下水脉	普通地图	\data\地图\地下水脉\水脉通道11.map	\image\地图\导航\月下夜想曲.bmp	122,300	14,6	19	1	1	
水脉复活01	地下水脉	地下水脉	普通地图	\data\地图\地下水脉\水脉复活01.map	\image\地图\导航\月下夜想曲.bmp	314,284	6,6	20	1	1	
通往焉道	地下水脉	地下水脉	普通地图	\data\地图\地下水脉\通往焉道.map	\image\地图\导航\月下夜想曲.bmp	218,276	6,6	21	0	1	
